Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD), Jobs
China,2018,Wind,37808.9771,16379.46953,65140862.39,448999
China,2015,Biomass,90335.74676,24218.02285,8915744496,167546
China,2019,Wind,58185.24643,32964.86821,1492233960,806150
China,2013,Hydro,81107.35245,12207.92393,258254332.7,66726
China,2008,Geothermal,76878.5227,9283.263881,7411035136,712417
China,2021,Wind,14073.06156,27072.38923,8862572128,339735
China,2020,Hydro,12965.60853,16455.17181,785784541,54286
China,2007,Geothermal,16616.48822,1363.508645,3260721284,706790
China,2023,Biomass,24559.60104,30526.38985,5827857006,246283
China,2004,Wind,50194.82315,10378.33763,7648197453,105515
China,2014,Wind,64766.49972,47143.36765,6208111755,364019
China,2000,Hydro,12919.14131,46214.40097,6027986577,725595
China,2017,Solar,55113.24242,6425.209081,1800639272,929444
China,2009,Hydro,42597.12939,13534.08872,9411380829,315100
China,2019,Geothermal,40033.66038,43855.27753,5169529517,838571
China,2017,Wind,35836.82953,8281.575286,3471068539,136388
China,2004,Geothermal,80181.60444,48364.77938,1449912557,836391
China,2001,Biomass,70591.9,42170.91335,7365128245,8052
China,2015,Biomass,41454.64345,40474.30452,1996242412,826377
China,2019,Geothermal,98748.89632,1025.337993,5317692295,162520
China,2003,Hydro,70994.14329,30231.29164,3133259989,179721
China,2003,Solar,13585.24542,5516.608963,8689413058,891604
China,2015,Geothermal,87878.78987,16519.24519,6895702445,729692
China,2000,Hydro,54708.43275,49464.09735,1837748250,762732
China,2001,Wind,68403.70395,16017.62859,6007806161,524493
China,2005,Hydro,26632.64893,45088.47343,4283652905,448846
China,2021,Geothermal,33802.2157,18592.10757,9592890079,94660
China,2003,Biomass,70449.04569,5364.212479,1934223506,540711
China,2001,Biomass,25253.59312,46682.74656,9760166324,610716
China,2021,Geothermal,44531.0146,21344.63109,6517083334,879627
China,2000,Geothermal,5295.772589,14470.27333,7882287994,657032
China,2002,Wind,41652.92648,19213.27037,977488588.6,695530
China,2018,Hydro,69084.59581,22418.1237,5768845575,742678
China,2000,Wind,24163.35942,48966.03368,941177182.8,461713
China,2013,Wind,15140.27541,17788.74397,1960187412,402719
China,2017,Wind,11045.24558,29794.9341,6624408911,45313
China,2018,Geothermal,64343.49661,15105.74685,7710290586,457543
China,2021,Geothermal,88277.51258,34023.28003,3132899101,822307
China,2023,Wind,40190.97674,37755.63353,5215266728,669043
China,2005,Hydro,97840.39597,14771.40168,9585755098,905370
China,2010,Wind,23182.16933,30025.52847,8548015471,980336
China,2007,Solar,73196.24789,15142.96739,429788491.5,766581
China,2009,Hydro,72750.04574,42275.57703,9239750477,438722
China,2000,Hydro,32679.06656,33322.85384,7792763027,559314
China,2010,Wind,90862.10443,2881.751493,1239789142,145911
China,2018,Biomass,99422.51705,33865.87514,8362242653,157897
China,2005,Geothermal,85498.89282,47149.28761,448241608.6,700982
China,2017,Wind,63113.76925,7604.834832,2387571892,300732
China,2004,Geothermal,75290.8667,28350.49084,690399135.6,386007
China,2003,Solar,64105.17173,48421.12974,1157370111,890172
China,2016,Hydro,10754.04029,48951.16369,7457090802,316047
China,2018,Hydro,45574.23933,25716.30036,4320554985,953236
China,2022,Hydro,49293.19032,44568.74926,993068005.2,954655
China,2023,Hydro,33707.25199,33973.59408,7430700999,672205
China,2017,Hydro,32368.29654,21623.05295,8084176327,591610
China,2020,Hydro,21935.29773,29306.99645,3901924036,400096
China,2020,Wind,10298.17097,9729.504063,1700894091,94624
China,2007,Biomass,22806.54721,31185.33134,8468087438,141951
China,2006,Biomass,77937.94489,24212.55396,4679389478,397289
China,2016,Wind,13649.32245,7859.787404,9011380325,335160
China,2012,Solar,39345.54811,31643.32944,2396487587,418682
China,2014,Hydro,70600.65172,36563.00777,1690033619,906232
China,2006,Hydro,86680.39205,47951.32722,9777638087,351464
China,2013,Wind,87285.46453,166.505391,3551118744,980147
China,2009,Solar,14634.77099,3818.04995,4213269697,390926
China,2004,Geothermal,43507.35166,11505.76253,4474953495,903108
China,2005,Biomass,87194.32374,1172.297248,1392741979,172676
China,2004,Biomass,82308.2636,15814.03468,3763997804,455504
China,2006,Solar,16455.86557,4353.907251,7080229210,634987
China,2018,Hydro,26714.89709,29350.75461,6630710760,74378
China,2008,Biomass,81103.24061,5504.409318,1759668322,149676
China,2010,Solar,12058.0531,32252.24767,5566358531,967968
China,2003,Biomass,73152.28964,7412.393272,6240629612,37260
China,2015,Solar,51915.66035,6955.303755,3198970121,331642
China,2002,Hydro,81495.80546,1882.747867,9020923308,311859
China,2014,Hydro,71865.35888,33706.592,5884643473,329445
China,2023,Wind,43104.95485,49763.67559,1116603233,492651
China,2015,Geothermal,33112.44584,13655.04869,5393429609,237477
China,2017,Solar,70216.65616,45745.99575,2506045029,732764
China,2011,Solar,36361.01447,43809.05069,9362684887,191164
China,2004,Solar,83923.54618,9687.662925,4628264777,140645
China,2002,Geothermal,17862.80099,12909.39686,7496814392,323260
China,2000,Solar,79674.04949,12185.84497,377448585.4,714201
China,2017,Solar,38891.49383,38880.48978,3107573863,550579
China,2011,Solar,73491.70107,28434.39515,5192166693,507182
China,2018,Hydro,29858.27546,33667.88562,4328571856,671130
China,2017,Biomass,89468.86476,16756.01403,7872167570,834806
China,2010,Hydro,43528.67801,46502.38005,8925348442,628108
China,2002,Wind,64481.03926,5979.033712,9279634350,531375
China,2016,Solar,77498.34594,19276.92446,4398771895,200073
China,2012,Geothermal,60025.27319,7874.767769,360889299,192493
China,2001,Solar,70143.22635,35866.71365,8989019857,641876
China,2009,Geothermal,39799.16673,28901.45177,7661540541,716659
China,2020,Solar,43895.01101,21928.16659,4793172989,182032
China,2017,Wind,49368.9472,19485.01966,5998591964,946496
China,2009,Solar,20512.53033,4025.100881,2161727168,537068
China,2018,Solar,12008.99864,46761.24702,1518153986,91366
China,2023,Biomass,98172.26809,42499.14817,277227896.4,493855
China,2022,Solar,45940.10336,44770.59364,3403419323,840411
China,2019,Hydro,44094.4372,28831.85781,2261920518,261427
China,2023,Geothermal,46262.53361,14649.24337,9388212522,650486
China,2000,Solar,67689.89064,33246.41273,3336333434,852512
China,2022,Biomass,68550.39741,6132.639131,2202916324,877144
China,2014,Solar,90881.83567,7953.024037,7547243.395,856508
China,2011,Geothermal,71410.18796,34825.77262,8457553920,213446
China,2023,Hydro,44913.82273,38315.48863,6317056043,523100
China,2023,Geothermal,7446.833468,33581.95933,11266523.94,452235
China,2008,Wind,90641.84187,33568.30861,757295267.9,625443
China,2010,Solar,31085.05393,31338.19528,2888420123,56460
China,2018,Biomass,73301.95283,30617.04394,82303084.56,984525
China,2000,Biomass,66206.31152,3530.005331,5640793180,159323
France,2015,Biomass,35747.14937,11408.68573,9918204883,436217
France,2019,Solar,28474.75934,24303.2309,21020901.66,991941
France,2008,Biomass,1072.712469,7822.081651,8371581377,921555
France,2014,Solar,43969.67653,15713.42056,6996068074,587650
France,2010,Geothermal,62387.57055,21564.61795,7535222387,529241
France,2001,Geothermal,84294.04136,26925.03355,3776283774,249779
France,2005,Geothermal,86174.00682,40042.60571,3765310092,679953
France,2021,Solar,15874.36879,37065.21953,9695986803,49980
France,2018,Hydro,25983.44224,35714.77882,2627041960,352081
France,2003,Biomass,99181.00136,14391.28585,1322930048,448306
France,2004,Hydro,80487.30194,33914.56971,9160522707,991790
France,2022,Geothermal,99171.15372,16288.04176,5602457175,735536
France,2023,Geothermal,72358.09527,18049.02409,7751321376,602539
France,2017,Wind,30824.64531,36298.52445,864455661,832722
France,2000,Wind,41553.63621,37031.07767,4944095097,937281
France,2015,Hydro,60449.78571,19261.95341,5000630710,990592
France,2021,Hydro,24540.24668,41163.7892,9652646897,577633
France,2000,Wind,37182.66289,1227.86668,5796309684,883303
France,2022,Hydro,92816.34538,48959.55345,634975347.2,65651
France,2004,Wind,84722.34315,28543.59937,3499257122,991569
France,2011,Geothermal,1852.788228,30015.85856,4128687307,978458
France,2018,Solar,36387.44324,43257.53471,2658409026,689924
France,2010,Biomass,25059.90775,1433.391841,6039510225,858802
France,2014,Biomass,23108.13966,29243.00797,6111773587,245221
France,2009,Wind,81776.58591,30921.25172,3888148722,915339
France,2016,Geothermal,35500.92658,21641.11627,6536709907,462594
France,2006,Geothermal,91405.10647,21660.33961,5725878561,185210
France,2002,Hydro,12976.48933,25952.43806,36905021.14,90007
France,2018,Wind,5760.01592,42341.54761,9429840798,277171
France,2016,Hydro,77381.66105,17711.18743,5921740353,93357
France,2001,Biomass,92316.07243,41822.64627,8638613386,529486
France,2023,Biomass,38894.69622,35791.59745,3995855053,13802
France,2004,Biomass,36941.07137,11080.36239,7384764978,158320
France,2007,Geothermal,26330.75393,38615.80528,4286777895,355464
France,2023,Hydro,20857.19758,34650.27441,144203277.1,165417
France,2020,Wind,50361.42851,29293.25066,7700114467,585584
France,2009,Hydro,12492.72993,34196.33491,6028003192,73761
France,2006,Solar,20951.50556,44094.28493,5525934411,393900
France,2010,Solar,55768.29378,23181.49693,6066280235,654792
France,2007,Solar,35519.63111,38645.34278,4331865930,651433
France,2021,Biomass,93024.17823,30487.53301,1598758825,648945
France,2017,Hydro,30308.89587,42443.13666,4855789362,675585
France,2014,Hydro,73089.89961,25150.87787,9638720734,792923
France,2004,Solar,41950.52072,32363.47075,4262243522,917647
France,2019,Geothermal,69836.51562,14442.0912,4437367020,624436
France,2002,Wind,26401.97583,16845.96414,1205518860,772427
France,2010,Solar,78534.7072,2144.946214,2256747948,283183
France,2016,Biomass,79153.8981,21787.45288,1526073573,859757
France,2006,Biomass,98170.33052,10530.6583,3811028114,229661
France,2012,Solar,71528.43295,45778.00599,7152371972,288818
France,2010,Solar,12469.76696,26525.73588,2961678510,860069
France,2008,Geothermal,54697.86263,38793.3351,1902564838,668267
France,2021,Solar,14598.73389,39567.07338,5376493092,790654
France,2011,Geothermal,40252.03045,2125.732259,382020770.3,330934
France,2002,Biomass,39464.02864,5822.17284,5356071954,502472
France,2009,Biomass,11696.81827,30082.3484,8059943877,137896
France,2007,Biomass,20582.98633,5428.144539,8922470633,860957
France,2006,Biomass,23138.97589,30866.92207,6915158646,493774
France,2010,Biomass,63144.38199,28321.58303,399806747.8,946339
France,2008,Hydro,17930.08308,23859.09971,1241240417,415694
France,2017,Solar,96388.892,47257.52505,8196587974,366194
France,2010,Solar,16851.85571,29291.13741,8892920159,335510
France,2013,Hydro,64477.11309,25920.13456,8207232333,751019
France,2017,Wind,50268.62518,31047.00315,1769182140,834687
France,2004,Geothermal,23995.25094,15831.36251,8815578143,311121
France,2013,Biomass,45621.52993,14941.8523,2902262099,106628
France,2012,Wind,25452.49016,26538.10946,5596773217,393566
France,2021,Wind,92544.92505,40990.93997,8762458350,641727
France,2000,Hydro,96020.05901,15753.90047,8220034098,247224
France,2002,Wind,21157.25395,40081.294,6078953901,202941
France,2008,Biomass,33298.65818,22616.3753,1659961923,474766
France,2003,Solar,79426.00604,11850.82039,4071258056,479209
France,2012,Biomass,22821.44471,42455.15309,642193055.3,560918
France,2008,Hydro,6306.767944,1221.196207,7780932224,650224
France,2009,Wind,33756.5193,27328.28461,527583946.1,512101
France,2009,Wind,20886.55684,35655.706,1096683173,770769
France,2008,Solar,7818.127056,42475.53929,4452331955,636539
France,2006,Solar,65454.60659,42150.80579,5464811226,585524
France,2001,Solar,71069.8937,23326.49009,6762583597,21663
France,2007,Geothermal,75841.21247,47729.73828,9449947416,229840
France,2003,Biomass,34286.12631,1121.249881,7310745859,700992
France,2022,Biomass,4829.843872,38358.50108,4071850501,671380
France,2004,Geothermal,94969.59856,14742.06128,7864948396,322276
France,2002,Solar,77372.3655,46303.17551,8404448192,77299
France,2010,Geothermal,32326.92228,6862.150445,2570741647,781881
France,2014,Biomass,73627.47526,18307.46304,1717783054,797570
France,2002,Solar,56107.54212,20348.51327,3082788707,113067
France,2012,Solar,58374.80788,328.0859242,3919368982,789403
France,2005,Geothermal,65242.20502,49822.82185,3837394064,151938
France,2019,Geothermal,87742.78651,27072.70924,7138460896,412317
France,2011,Biomass,78962.16902,14834.70911,9209311894,254695
France,2001,Wind,78295.97277,38017.49828,3833318641,33859
France,2016,Solar,43809.08521,31582.48478,597427117.6,731547
France,2019,Solar,73558.32072,21480.48886,5081037102,836575
France,2016,Biomass,13782.68268,3526.357947,1573784437,651981
France,2011,Biomass,54646.35411,35535.60473,5948972551,506905
France,2022,Wind,60133.71479,32085.87483,7651032904,641188
France,2002,Solar,5369.10776,2978.873474,1264798135,960010
France,2009,Biomass,62362.90847,2597.760371,7755706703,263352
France,2002,Solar,87679.01365,23658.49175,6480272126,724891
France,2018,Biomass,78242.35925,6421.092232,9063623728,425566
France,2000,Wind,62018.82565,42437.26745,7129149850,36965
France,2011,Solar,31315.66513,49879.33358,4339394036,353519
France,2007,Solar,55180.46301,22171.6587,4770626960,300047
France,2002,Biomass,31491.53494,1272.015762,8206390810,16753
France,2002,Solar,60883.09624,45832.08045,7786173412,91544
France,2007,Wind,4793.37789,44466.95475,4207639937,634067
France,2011,Solar,26214.46568,42776.76913,3473815730,239222
France,2018,Wind,68415.93093,34598.87383,9550288885,419685
France,2000,Wind,69223.64167,30053.48687,7618095571,605660
France,2018,Wind,66922.2748,20850.80633,2425027780,825619
France,2005,Biomass,41721.02616,16363.83579,1205239389,506664
France,2006,Geothermal,61850.58416,49454.81183,5086814747,647711
France,2022,Solar,54613.44743,26607.68738,9392059357,690127
France,2006,Solar,39025.76244,38199.31983,1685319794,513621
France,2001,Hydro,17795.13148,8663.446541,6392220475,9094
France,2011,Hydro,1642.757407,41772.73442,9855688940,589495
France,2008,Hydro,40590.98837,46941.26338,640942161.8,994266
France,2016,Wind,35669.10564,46240.82449,6248673036,82005
France,2009,Wind,68860.85273,27355.76851,553662935.9,682351
France,2020,Biomass,57674.79551,42080.76061,5517728311,420589
France,2015,Solar,94798.62672,47275.35414,5547693024,256872
France,2014,Geothermal,33928.50186,23373.03182,159466624.9,507478
France,2023,Biomass,40473.09542,40487.27159,1391570840,858632
France,2012,Geothermal,9844.109667,35605.55131,2807463322,743062
France,2003,Geothermal,9296.287922,47662.85974,8094899650,245770
France,2022,Hydro,82498.20341,28717.25807,5793471442,25452
France,2021,Wind,80825.97774,567.8130049,3416481866,312356
France,2006,Solar,6467.792957,14642.5195,2351369692,956429
France,2022,Wind,8118.768692,31558.32934,2932029525,620654
France,2002,Solar,40437.29321,17215.87359,3913289866,257407
France,2001,Geothermal,50236.48289,11557.31036,1370375498,440642
France,2018,Solar,52786.86587,18092.36462,7263171862,526096
France,2008,Geothermal,40080.88548,40472.7751,1206423683,322292
France,2018,Solar,77349.90986,7715.827111,4033084602,237025
France,2019,Hydro,20740.33579,28299.98775,5766505603,88578
France,2005,Geothermal,61549.26706,9839.324051,5688318832,859785
France,2004,Hydro,39860.19941,12695.14665,164662736.8,180459
France,2011,Wind,86452.42651,43943.25412,7666396268,233404
France,2002,Biomass,4620.125357,26962.85016,1565456583,567412
France,2000,Geothermal,1704.884432,41599.51505,8256725319,69986
France,2018,Geothermal,99283.27646,35521.58848,4071291301,274703
France,2000,Biomass,75324.54663,11628.54225,2388956058,392213
France,2019,Biomass,65671.92483,21519.1502,6876656143,124920
France,2014,Hydro,66793.22647,41671.02352,618487454.1,27403
France,2000,Wind,70532.96043,1388.353131,6160326842,968182
France,2023,Hydro,3681.677039,30205.98467,881548116.2,43943
France,2009,Wind,94101.54654,35791.70969,9337089526,448018
France,2006,Hydro,55219.31754,39942.11667,205998909,36618
France,2021,Solar,45519.91147,21199.41033,4051048589,730227
France,2020,Wind,6334.259527,48185.74777,2536793575,665272
France,2023,Biomass,45119.20819,13800.76227,9243946333,232304
France,2007,Hydro,48874.58189,46144.39075,4455609118,241708
France,2022,Hydro,24635.60048,13223.01571,2343567241,555500
France,2016,Solar,39868.34941,25985.10463,9031781815,215708
France,2016,Biomass,48442.60488,7264.726439,2127113845,667668
France,2012,Biomass,96972.05172,10463.95131,581901738.7,68510
France,2000,Biomass,36024.66891,3923.207892,8527998908,417787
France,2001,Hydro,38446.96258,10689.60379,1611506060,764555
France,2010,Wind,23767.62107,43241.43143,6887228059,835546
France,2002,Solar,10225.07057,24507.44115,6904155666,243627
France,2010,Biomass,46258.18787,42190.5063,7838325392,204923
France,2018,Solar,71636.91777,42250.60225,5896006072,437003
France,2011,Wind,99702.81341,18485.97918,4491184692,35903
France,2009,Wind,33548.34724,28113.88466,7603906367,826173
France,2019,Geothermal,18633.13811,38335.62157,4480026577,200556
France,2018,Hydro,39683.68704,43735.85472,5865320282,821708
France,2006,Wind,71351.05121,43880.02878,507867331.7,722981
France,2014,Wind,27027.16335,2219.173129,4412845488,241186
France,2014,Geothermal,32175.27473,17351.82182,315611977.9,114463
France,2006,Biomass,82503.94853,21182.02208,878091309.4,849945
France,2010,Geothermal,74090.08916,20834.60973,8747667898,353273
France,2022,Biomass,49270.11821,13233.3843,2319325083,68976
France,2019,Biomass,22154.18063,23907.02157,8487020088,426216
France,2005,Hydro,87452.31061,1284.423581,6958709430,642366
France,2019,Geothermal,52851.69163,11771.19161,7336958423,408542
France,2012,Hydro,26620.65889,8539.739376,3720664753,961075
France,2008,Hydro,21556.00853,29785.30469,5728263514,800358
France,2018,Biomass,75906.45553,25794.18686,4320818750,388927
France,2001,Geothermal,61649.82825,19393.66858,1803620764,426270
France,2017,Wind,81646.65277,28458.27109,4608725827,153465
France,2014,Biomass,73253.96634,25140.45185,2150900061,939636
France,2007,Biomass,81081.63177,22358.21259,1921633363,761496
France,2003,Wind,94246.11008,33440.9699,9259676518,981013
France,2010,Hydro,10968.95537,40584.00345,5778397427,935392
France,2008,Hydro,1570.519546,24186.88836,7043114585,228187
France,2023,Biomass,86536.13169,27092.16596,7199264483,588646
France,2004,Hydro,95900.48825,7663.898722,4003215369,62329
France,2002,Hydro,18200.04922,33611.58148,7337585412,482404
France,2021,Wind,4671.629838,37232.07957,2137821099,593020
France,2002,Geothermal,49860.67774,33298.80255,6641389647,670363
France,2003,Wind,60974.96053,3738.285788,8112190409,563169
France,2001,Geothermal,6716.523102,18468.34013,8061005567,510364
France,2000,Solar,68331.65308,47264.3989,9429459570,109821
France,2001,Hydro,89752.40718,48588.64396,1597434537,65137
France,2009,Geothermal,37177.33624,44781.40088,9580633644,26515
France,2010,Hydro,66092.50709,28044.18867,8622074263,492376
France,2000,Wind,74584.15037,34817.2963,2031265831,680165
France,2020,Geothermal,98742.60217,34100.29566,2068387584,749736
France,2005,Biomass,23200.46027,48610.17399,6616160768,588239
France,2008,Wind,58067.91884,17943.25386,8134754408,880736
France,2004,Geothermal,65509.44116,20859.65373,553404372.7,724153
France,2017,Biomass,75944.44399,8885.364995,5076998906,112207
France,2009,Hydro,51192.87598,16913.1422,2957647158,657080
France,2018,Wind,56675.49193,42267.16812,3478129586,457509
France,2006,Solar,31494.38094,30718.56084,5172980587,905018
France,2001,Solar,59212.79073,17685.83529,7363052075,256042
France,2021,Solar,48114.41345,23573.78769,5267315310,353560
France,2017,Biomass,70812.31185,27215.26778,6256069919,924355
France,2020,Geothermal,31675.91454,2282.158984,6270653697,222134
France,2010,Geothermal,55751.57838,25967.37118,3063423197,308653
France,2023,Wind,32362.61003,16073.55319,4247532250,207088
France,2018,Geothermal,79329.95985,49466.82911,2406790659,363241
France,2018,Solar,62927.029,36896.46664,4766532635,937196
France,2006,Geothermal,49167.5352,24337.65029,1781564175,241886
France,2018,Solar,6542.456875,8615.132828,8142536820,111572
France,2000,Solar,87863.35895,5339.199101,9283604250,829204
France,2007,Biomass,85058.08869,48864.03435,8328534797,477609
France,2022,Biomass,29830.25594,11041.78326,9395590011,816126
France,2023,Hydro,82661.73489,17246.3901,5036736778,486918
France,2011,Solar,18500.25764,5934.841707,3595440885,296961
France,2012,Biomass,2354.478352,34802.49614,7919443823,909554
France,2002,Solar,56280.11924,45307.66567,6260181035,639079
France,2014,Wind,79449.15004,2202.877452,3442050419,282960
France,2003,Wind,55383.07965,14789.63876,5852506182,807428
France,2003,Wind,4286.13742,43328.31078,4695085387,187694
France,2021,Hydro,26308.11048,42560.65847,5832349996,722420
France,2020,Biomass,1895.822595,29686.76383,2803978047,551518
France,2014,Wind,72878.74327,8467.585939,5416676354,632364
France,2013,Solar,66038.20147,6092.639192,2861783263,997429
France,2004,Geothermal,50791.16929,49441.78266,1265123328,569251
France,2019,Wind,16562.53045,38823.32589,6004854835,691044
France,2019,Biomass,37166.48221,20686.82516,2321178922,928927
France,2015,Solar,8046.492617,46698.82164,9615538450,108434
France,2010,Wind,4626.27332,20472.71202,5873094979,145905
France,2004,Biomass,53305.94243,33554.85436,855706103.3,400166
France,2023,Geothermal,68782.09392,47636.6463,6930750891,608417
France,2022,Solar,16095.33538,18834.40276,2443689231,134079
France,2007,Hydro,26792.82914,21770.48957,9913593655,768319
France,2008,Wind,6034.676176,21762.17092,831904675,803032
France,2010,Biomass,39502.42951,41681.55524,2905291378,675600
France,2012,Biomass,92877.21891,8654.976014,636129999.9,762730
France,2001,Hydro,28856.2717,22103.88266,7782184919,437420
France,2013,Biomass,42865.56264,34901.17607,1122356315,543466
France,2013,Wind,80566.99177,17529.67345,1332041676,335326
France,2015,Wind,90760.4613,30177.28137,9010067586,593775
France,2015,Geothermal,77039.45837,35551.87284,1039119016,29336
France,2012,Hydro,3579.352973,42057.31341,8471887242,303460
France,2011,Solar,66885.34433,18697.30504,8410058396,270281
France,2000,Solar,72981.07821,18407.83138,5343931582,250690
France,2007,Geothermal,61453.18301,37057.33409,1507114317,408169
France,2003,Hydro,75717.86436,1600.983932,8187961879,283902
France,2023,Geothermal,59459.31135,26080.41396,7017784345,466983
France,2010,Wind,94811.00671,22456.48269,9882844037,873948
France,2011,Solar,99030.31134,22314.20715,2402546833,506853
France,2016,Hydro,62708.73215,49879.64998,9934769047,813098
France,2017,Geothermal,57918.8422,14800.4913,1729022566,666142
France,2016,Hydro,57625.57339,8064.156048,3676890887,887019
France,2021,Biomass,48087.69786,25143.58631,8127802159,988894
France,2010,Wind,85201.23809,33833.11187,8997033791,568014
France,2001,Hydro,19371.51964,1601.545508,5191206341,232658
France,2015,Biomass,58687.42385,21736.38436,5999943938,563205
France,2018,Biomass,4686.091311,17547.54781,2460289593,654399
France,2022,Solar,38020.47227,9691.25655,2018233026,435072
France,2001,Wind,18698.14785,34643.80084,4219199450,485969
France,2007,Geothermal,41381.13041,25124.1301,9184435392,8679
France,2016,Wind,13992.86845,23572.64099,2620882006,615749
France,2018,Biomass,30186.2059,26788.497,2628409973,228042
France,2018,Solar,97405.20067,20311.39144,473669529.2,980102
France,2010,Wind,46863.54738,23262.33263,1285577768,126718
France,2007,Solar,87518.1304,2162.563402,6068886570,281973
France,2018,Solar,63165.50808,47933.17681,5644758367,404090
France,2018,Hydro,54977.65177,11341.02701,6256784694,286503
France,2003,Geothermal,94880.26972,30114.43873,5844965795,800140
France,2003,Wind,57186.03,35288.05484,4503133898,308901
France,2007,Solar,26548.60036,47561.91772,5931337501,624243
France,2014,Solar,23475.58021,26126.97781,5969154830,399222
France,2017,Biomass,74977.57062,27813.64935,9101547537,884274
France,2019,Solar,13206.27762,9431.557236,7090542967,114584
France,2002,Hydro,22622.51859,2521.914317,2710993969,191992
France,2014,Wind,41749.58379,17165.97387,6255245160,191388
France,2006,Geothermal,25466.792,48108.849,5150005152,614005
France,2017,Geothermal,32850.94081,33230.46942,7154363869,574385
France,2004,Solar,51753.58906,655.0244725,3638232086,415325
France,2002,Wind,37078.45552,40639.81623,9049422890,1320
France,2022,Solar,66467.23005,40867.55882,1876380518,186003
France,2023,Solar,13943.24082,31270.38702,5941298238,84047
France,2003,Geothermal,62180.40954,9350.338082,2291851888,162962
France,2002,Wind,92030.3297,25512.73842,1367900335,399949
France,2004,Hydro,66909.58219,3328.768748,3336327268,93793
France,2003,Geothermal,32055.2399,20991.07928,9715740883,842383
France,2008,Wind,90589.3346,24891.60853,2102380427,317466
France,2007,Geothermal,44624.71691,14449.56514,2100778892,250156
France,2016,Geothermal,7518.321078,20430.3961,6206818888,365926
France,2018,Solar,54737.93993,23405.4116,7450906601,835032
France,2010,Hydro,13035.59534,22890.62002,2736650391,614243
Germany,2014,Wind,5656.90599,20658.70473,7703453579,708461
Germany,2016,Biomass,63308.32777,47740.69969,2808873173,354460
Germany,2019,Geothermal,17502.1398,26502.99425,408490766.7,258425
Germany,2002,Wind,3515.84855,26439.04324,5976202997,556509
Germany,2007,Wind,35102.80525,17363.98591,5124903676,896954
Germany,2003,Solar,73627.87666,41479.83227,1217189974,268866
Germany,2017,Biomass,55637.02061,28651.92192,4673581581,956625
Germany,2022,Biomass,3639.198578,10897.74662,1399573623,542398
Germany,2009,Hydro,92906.9786,41626.23335,3400169256,673544
Germany,2009,Wind,83761.87845,1229.637304,365455333,836389
Germany,2003,Hydro,48707.46612,31814.44537,2208248586,162155
Germany,2014,Biomass,71993.88311,47369.63606,4348122244,444051
Germany,2005,Wind,70365.86648,25576.88028,9909486907,296342
Germany,2015,Solar,29167.69368,35187.0553,8801013401,627016
Germany,2008,Geothermal,16797.94393,4223.489479,6192629464,417976
Germany,2009,Solar,5329.14338,35151.61625,4036431009,40955
Germany,2016,Solar,78694.06672,28881.67566,617372647.7,497256
Germany,2008,Wind,37036.17354,48597.87716,8294915908,597893
Germany,2005,Solar,31484.04728,19026.15241,3879186750,277566
Germany,2021,Wind,50112.56212,43313.11366,7910196686,426505
Germany,2012,Hydro,17034.75229,38354.06706,6009317737,879901
Germany,2008,Biomass,10296.82475,38902.80431,3330397994,838631
Germany,2006,Hydro,90197.66846,21493.9136,7566212718,716590
Germany,2005,Biomass,39377.38919,46590.49751,821428402.7,382073
Germany,2005,Hydro,75217.34577,13287.20194,6420613040,387756
Germany,2004,Hydro,51595.87847,19212.51899,7604382127,693115
Germany,2011,Hydro,8353.261389,8929.23176,6620283915,234676
Germany,2007,Geothermal,41750.24606,22838.65819,2820561081,517382
Germany,2005,Biomass,84091.47903,23791.58006,3317984228,251993
Germany,2023,Biomass,70834.23623,12316.41823,6133189254,937898
Germany,2008,Hydro,54489.35309,18683.78215,9971493379,813548
Germany,2000,Biomass,92070.53957,24065.19392,5523800472,494841
Germany,2000,Hydro,10551.32578,30600.18437,287891010.1,715910
Germany,2009,Wind,68372.33447,23510.10483,203039063.6,903078
Germany,2008,Wind,11070.98805,47738.20451,8651524541,137740
Germany,2020,Geothermal,47152.56306,9011.408007,4337743817,945728
Germany,2003,Wind,16836.76774,45138.88302,6270184921,656982
Germany,2007,Hydro,67203.85034,8153.04016,6988550667,674400
Germany,2016,Solar,68708.57259,31960.90537,5454022359,571406
Germany,2021,Wind,32371.96925,43753.95831,866397783.8,270017
Germany,2013,Solar,29751.77955,16246.95077,6530105516,563046
Germany,2003,Wind,71178.71044,3958.74193,5244769944,933950
Germany,2000,Hydro,4558.99344,3063.618661,5487095155,367038
Germany,2017,Solar,65392.5697,42808.62557,4984376793,283929
Germany,2016,Biomass,47214.036,41263.11341,914732199.4,186478
Germany,2019,Biomass,4781.810656,38096.77916,8218080789,832831
Germany,2020,Biomass,18351.90828,4139.684725,1828323347,126266
Germany,2011,Hydro,19270.18956,47925.05964,2762927846,168430
Germany,2005,Solar,51297.62386,30232.01301,4538928048,142568
Germany,2003,Biomass,5285.85549,24022.21846,8594036529,166565
Germany,2010,Wind,70611.74919,5299.963084,5295501019,335052
Germany,2005,Geothermal,86502.07725,11465.50123,3600091481,866302
Germany,2014,Geothermal,84190.77386,1922.520305,1026706762,214788
Germany,2010,Geothermal,98976.51832,24090.45153,9819242826,44784
Germany,2002,Geothermal,41939.122,27277.94291,7498994253,485460
Germany,2019,Geothermal,83989.51212,17034.47056,9103338840,518891
Germany,2009,Geothermal,42179.13822,38265.65333,6398248854,938222
